feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,Cluster,Customer ID
0.06839351079149514,0.6841406793789105,1.524376240102674,-2.533553233214889,-0.8458574253054393,1.514984898195399,2.9537987086140993,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
0.06839351079149514,0.6841406793789105,1.4813136653871786,-2.533553233214889,-0.8458574253054393,1.514984898195399,2.8960143343610825,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
0.06839351079149514,0.6841406793789105,1.4813136653871786,-2.533553233214889,-0.8458574253054393,1.514984898195399,2.8960143343610825,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
0.06839351079149514,2.03676130870497,-0.06732270190505793,-2.533553233214889,-0.8458574253054393,-0.23182896242537215,2.1453202088531764,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,1,13085.0
0.06839351079149514,1.350757456323226,-0.6089569392201885,-2.533553233214889,-0.8458574253054393,-1.1052358927357577,0.5600214141015983,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,1,13085.0
0.06839351079149514,1.350757456323226,-0.33240445689913567,-2.533553233214889,-0.8458574253054393,-0.23182896242537215,1.0257291062469691,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,1,13085.0
0.06839351079149514,1.350757456323226,-0.6089569392201885,-2.533553233214889,-0.8458574253054393,-1.1052358927357577,0.5600214141015983,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,1,13085.0
0.06839351079149514,0.5138446888600111,1.2971736761837636,-2.533553233214889,-0.8458574253054393,1.514984898195399,2.3625541936598364,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
-14.621270182322231,0.6841406793789105,0.16176471655930394,-2.533553233214889,-0.8458574253054393,0.6415779678850135,1.1253512746623588,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
0.06839351079149514,0.6841406793789105,0.6539210498127969,-2.533553233214889,-0.8458574253054393,0.6415779678850135,1.7857610606447714,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
0.06839351079149514,1.350757456323226,-0.33240445689913567,-2.533553233214889,-0.8458574253054393,-0.23182896242537215,1.0257291062469691,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,1,13085.0
0.06839351079149514,0.6841406793789105,0.16176471655930394,-2.533553233214889,-0.8458574253054393,0.6415779678850135,1.1253512746623588,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,-0.400104422011207,1.3291155502015684,-0.42033104461086457,0.5926563297165777,3,13085.0
0.06839351079149514,0.5138446888600111,1.2971736761837636,-1.6602248285240664,-0.8458574253054393,1.514984898195399,2.3625541936598364,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,3,13078.0
0.06839351079149514,1.0709948000080742,1.170987134437514,-1.6602248285240664,-0.8458574253054393,1.514984898195399,3.105074822725318,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,3,13078.0
0.06839351079149514,-0.5173876788576802,1.2971736761837636,-1.6602248285240664,-0.8458574253054393,1.514984898195399,0.628442999766718,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,3,13078.0
0.06839351079149514,0.9576106840771115,-0.30708391401835344,-1.6602248285240664,-0.8458574253054393,-0.23182896242537215,0.7309341205449276,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,1,13078.0
0.06839351079149514,-0.5173876788576802,1.524376240102674,-1.6602248285240664,-0.8458574253054393,1.514984898195399,0.7932214112369037,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,3,13078.0
0.06839351079149514,0.6841406793789105,-0.4650304818555474,-1.6602248285240664,-0.8458574253054393,-0.23182896242537215,0.2842736436918985,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,1,13078.0
0.06839351079149514,0.6841406793789105,-0.33240445689913567,-1.6602248285240664,-0.8458574253054393,-0.23182896242537215,0.4622405189287731,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,1,13078.0
0.06839351079149514,0.6841406793789105,-0.33240445689913567,-1.6602248285240664,-0.8458574253054393,-0.23182896242537215,0.4622405189287731,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,1,13078.0
0.06839351079149514,0.9576106840771115,0.5207140048255142,-1.6602248285240664,-0.8458574253054393,0.6415779678850135,1.9579077700364156,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,3,13078.0
0.06839351079149514,-0.28991373127011216,0.6539210498127969,-1.6602248285240664,-0.8458574253054393,0.6415779678850135,0.46935023716680235,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,0.12708634283168596,1.4023541470708316,0.013569956695680797,0.6131923834730557,3,13078.0
